Date,close
2015091114:55:00,229.76
2015091121:10:00,228.7
2015091121:15:00,228.7
2015091121:20:00,228.42
2015091121:25:00,228.2
2015091121:30:00,228.32
2015091121:35:00,228.36
2015091121:40:00,228
2015091121:45:00,227.86
2015091121:50:00,227.76
2015091121:55:00,227.96
2015091122:00:00,227.9
2015091122:05:00,228.1
2015091122:10:00,228.2
2015091122:15:00,228.26
2015091122:20:00,228.1
2015091122:25:00,228.12
2015091122:30:00,227.86
2015091122:35:00,227.96
2015091122:40:00,227.8
2015091122:45:00,227.96
2015091122:50:00,227.96
2015091122:55:00,227.96
2015091123:00:00,227.92
2015091123:05:00,228.02
2015091123:10:00,228.06
2015091123:15:00,227.96
2015091123:20:00,228.12
2015091123:25:00,228.2
2015091123:30:00,228.4
2015091123:35:00,228.26
2015091123:40:00,228.4
2015091123:45:00,228.36
2015091123:50:00,228.4
2015091123:55:00,228.36
2015091400:00:00,228.42
2015091400:05:00,229.06
2015091400:10:00,228.86
2015091400:15:00,228.84
2015091400:20:00,228.72
2015091400:25:00,228.72
2015091400:30:00,228.84
2015091400:35:00,228.66
2015091400:40:00,228.7
2015091400:45:00,228.7
2015091400:50:00,228.9
2015091400:55:00,228.84
2015091401:00:00,228.9
2015091401:05:00,228.8
2015091401:10:00,228.8
2015091401:15:00,228.76
2015091401:20:00,228.96
2015091401:25:00,228.92
2015091401:30:00,228.76
2015091401:35:00,228.86
2015091401:40:00,228.7
2015091401:45:00,228.76
2015091401:50:00,228.7
2015091401:55:00,228.76
2015091402:00:00,228.8
2015091402:05:00,228.86
2015091402:10:00,228.82
2015091402:15:00,228.84
2015091402:20:00,228.84
2015091402:25:00,228.84
2015091402:30:00,228.82
2015091409:05:00,229.36
2015091409:15:00,229.22
2015091409:20:00,229.22
2015091409:25:00,229.46
2015091409:30:00,229.46
2015091409:35:00,229.5
2015091409:40:00,229.5
2015091409:45:00,229.52
2015091409:50:00,229.56
2015091409:55:00,229.56
2015091410:00:00,229.46
2015091410:05:00,229.52
2015091410:10:00,229.56
2015091410:15:00,229.52
2015091410:35:00,229.5
2015091410:40:00,229.3
2015091410:45:00,229.44
2015091410:50:00,229.56
2015091410:55:00,229.56
2015091411:00:00,229.5
2015091411:05:00,229.56
2015091411:10:00,229.52
2015091411:15:00,229.36
2015091411:20:00,229.5
2015091411:25:00,229.56
2015091411:30:00,229.56
2015091413:35:00,229.32
2015091413:40:00,229.44
2015091413:45:00,229.36
2015091413:50:00,229.26
2015091413:55:00,229.26
2015091414:00:00,229.24
2015091414:05:00,229.26
2015091414:10:00,229.36
2015091414:15:00,229.32
2015091414:20:00,229.16
2015091414:25:00,229.32
2015091414:30:00,229.32
2015091414:35:00,229.36
2015091414:40:00,229.36
2015091414:45:00,229.36
2015091414:50:00,229.3
2015091414:55:00,229.5
2015091421:10:00,228.56
2015091421:15:00,228.6
2015091421:20:00,228.76
2015091421:25:00,228.7
2015091421:30:00,228.7
2015091421:35:00,228.96
2015091421:40:00,228.94
2015091421:45:00,228.92
2015091421:50:00,228.92
2015091421:55:00,228.9
2015091422:00:00,228.8
2015091422:05:00,228.96
2015091422:10:00,228.96
2015091422:15:00,229
2015091422:20:00,228.96
2015091422:25:00,228.76
2015091422:30:00,228.86
2015091422:35:00,228.96
2015091422:40:00,228.9
2015091422:45:00,229
2015091422:50:00,229.02
2015091422:55:00,229.26
2015091423:00:00,229.36
2015091423:05:00,229.42
2015091423:10:00,229.26
2015091423:15:00,229.3
2015091423:20:00,229.36
2015091423:25:00,229.26
2015091423:30:00,229.36
2015091423:35:00,229.32
2015091423:40:00,229.3
2015091423:45:00,229.36
2015091423:50:00,229.56
2015091423:55:00,229.56
2015091500:00:00,229.66
2015091500:05:00,229.56
2015091500:10:00,229.6
2015091500:15:00,229.56
2015091500:20:00,229.66
2015091500:25:00,229.52
2015091500:30:00,229.52
2015091500:35:00,229.66
2015091500:40:00,229.66
2015091500:45:00,229.66
2015091500:50:00,229.72
2015091500:55:00,230
2015091501:00:00,229.96
2015091501:05:00,229.94
2015091501:10:00,229.9
2015091501:15:00,229.8
2015091501:20:00,229.76
2015091501:25:00,229.86
2015091501:30:00,229.76
2015091501:35:00,229.7
2015091501:40:00,229.66
2015091501:45:00,229.66
2015091501:50:00,229.7
2015091501:55:00,229.76
2015091502:00:00,229.7
2015091502:05:00,229.66
2015091502:10:00,229.7
2015091502:15:00,229.7
2015091502:20:00,229.76
2015091502:25:00,229.74
2015091502:30:00,229.86
2015091509:05:00,229.64
2015091509:15:00,229.6
2015091509:20:00,229.56
2015091509:25:00,229.56
2015091509:30:00,229.5
2015091509:35:00,229.5
2015091509:40:00,229.4
2015091509:45:00,229.44
2015091509:50:00,229.36
2015091509:55:00,229.32
2015091510:00:00,229.26
2015091510:05:00,229.3
2015091510:10:00,229.4
2015091510:15:00,229.26
2015091510:35:00,229.34
2015091510:40:00,229.3
2015091510:45:00,229.32
2015091510:50:00,229.26
2015091510:55:00,229.06
2015091511:00:00,229.1
2015091511:05:00,229.16
2015091511:10:00,229.16
2015091511:15:00,229.06
2015091511:20:00,229.06
2015091511:25:00,229.06
2015091511:30:00,229.26
2015091513:35:00,229.2
2015091513:40:00,229.3
2015091513:45:00,229.34
2015091513:50:00,229.2
2015091513:55:00,229.26
2015091514:00:00,229.36
2015091514:05:00,229.36
2015091514:10:00,229.32
2015091514:15:00,229.36
2015091514:20:00,229.32
2015091514:25:00,229.32
2015091514:30:00,229.32
2015091514:35:00,229.4
2015091514:40:00,229.3
2015091514:45:00,229.3
2015091514:50:00,229.26
2015091514:55:00,229.42
2015091521:10:00,229.26
2015091521:15:00,229.16
2015091521:20:00,228.84
2015091521:25:00,228.86
2015091521:30:00,228.9
2015091521:35:00,229
2015091521:40:00,228.96
2015091521:45:00,229.12
2015091521:50:00,229.2
2015091521:55:00,229.1
2015091522:00:00,229.06
2015091522:05:00,229.16
2015091522:10:00,229.22
2015091522:15:00,229.16
2015091522:20:00,229.22
2015091522:25:00,229.16
2015091522:30:00,229.1
2015091522:35:00,229.12
2015091522:40:00,228.96
2015091522:45:00,229
2015091522:50:00,229.12
2015091522:55:00,229.02
2015091523:00:00,228.86
2015091523:05:00,229.02
2015091523:10:00,228.9
2015091523:15:00,228.94
2015091523:20:00,228.96
2015091523:25:00,228.96
2015091523:30:00,228.94
2015091523:35:00,229
2015091523:40:00,229.1
2015091523:45:00,229
2015091523:50:00,229.06
2015091523:55:00,228.9
2015091600:00:00,229
2015091600:05:00,228.94
2015091600:10:00,228.94
2015091600:15:00,228.96
2015091600:20:00,228.86
2015091600:25:00,228.96
2015091600:30:00,228.96
2015091600:35:00,228.8
2015091600:40:00,228.9
2015091600:45:00,228.9
2015091600:50:00,228.84
2015091600:55:00,228.76
2015091601:00:00,228.96
2015091601:05:00,228.86
2015091601:10:00,228.8
2015091601:15:00,228.92
2015091601:20:00,228.86
2015091601:25:00,228.86
2015091601:30:00,228.8
2015091601:35:00,228.8
2015091601:40:00,228.84
2015091601:45:00,228.86
2015091601:50:00,228.84
2015091601:55:00,228.8
2015091602:00:00,228.8
2015091602:05:00,228.8
2015091602:10:00,228.86
2015091602:15:00,228.92
2015091602:20:00,228.9
2015091602:25:00,228.84
2015091602:30:00,228.9
2015091609:05:00,228.86
2015091609:15:00,228.82
2015091609:20:00,228.76
2015091609:25:00,228.76
2015091609:30:00,228.86
2015091609:35:00,228.92
2015091609:40:00,228.94
2015091609:45:00,229
2015091609:50:00,228.94
2015091609:55:00,228.9
2015091610:00:00,228.96
2015091610:05:00,229
2015091610:10:00,228.94
2015091610:15:00,228.94
2015091610:35:00,228.9
2015091610:40:00,229
2015091610:45:00,228.94
2015091610:50:00,228.86
2015091610:55:00,228.86
2015091611:00:00,228.92
2015091611:05:00,228.9
2015091611:10:00,228.92
2015091611:15:00,228.96
2015091611:20:00,228.9
2015091611:25:00,228.96
2015091611:30:00,228.96
2015091613:35:00,228.92
2015091613:40:00,228.94
2015091613:45:00,229
2015091613:50:00,229.06
2015091613:55:00,228.96
2015091614:00:00,229.06
2015091614:05:00,229.06
2015091614:10:00,229.06
2015091614:15:00,229.02
2015091614:20:00,229.06
2015091614:25:00,229
2015091614:30:00,228.96
2015091614:35:00,228.9
2015091614:40:00,229
2015091614:45:00,228.9
2015091614:50:00,228.9
2015091614:55:00,229.12
2015091621:10:00,230.56
2015091621:15:00,230.6
2015091621:20:00,230.82
2015091621:25:00,230.56
2015091621:30:00,230.6
2015091621:35:00,230.6
2015091621:40:00,230.6
2015091621:45:00,230.8
2015091621:50:00,231
2015091621:55:00,231.46
2015091622:00:00,231.72
2015091622:05:00,231.6
2015091622:10:00,231.72
2015091622:15:00,231.9
2015091622:20:00,231.96
2015091622:25:00,231.86
2015091622:30:00,231.92
2015091622:35:00,231.92
2015091622:40:00,231.82
2015091622:45:00,231.82
2015091622:50:00,231.96
2015091622:55:00,231.86
2015091623:00:00,232.02
2015091623:05:00,232.02
2015091623:10:00,232.26
2015091623:15:00,232.26
2015091623:20:00,232.5
2015091623:25:00,232.52
2015091623:30:00,232.52
2015091623:35:00,232.52
2015091623:40:00,232.46
2015091623:45:00,232.2
2015091623:50:00,232.2
2015091623:55:00,232.26
2015091700:00:00,232.2
2015091700:05:00,232.42
2015091700:10:00,232.36
2015091700:15:00,232.52
2015091700:20:00,232.46
2015091700:25:00,232.56
2015091700:30:00,232.86
2015091700:35:00,233.06
2015091700:40:00,232.94
2015091700:45:00,233
2015091700:50:00,232.96
2015091700:55:00,232.9
2015091701:00:00,232.9
2015091701:05:00,232.8
2015091701:10:00,232.56
2015091701:15:00,232.56
2015091701:20:00,232.42
2015091701:25:00,232.26
2015091701:30:00,232.24
2015091701:35:00,232.3
2015091701:40:00,232.26
2015091701:45:00,232.32
2015091701:50:00,232.32
2015091701:55:00,232.3
2015091702:00:00,232.26
2015091702:05:00,232.36
2015091702:10:00,232.4
2015091702:15:00,232.36
2015091702:20:00,232.3
2015091702:25:00,232.26
2015091702:30:00,232.1
2015091709:05:00,232.22
2015091709:15:00,232.32
2015091709:20:00,232.36
2015091709:25:00,232.32
2015091709:30:00,232.2
2015091709:35:00,232.2
2015091709:40:00,232.16
2015091709:45:00,232.16
2015091709:50:00,232.2
2015091709:55:00,232.2
2015091710:00:00,232.16
2015091710:05:00,232.26
2015091710:10:00,232.26
2015091710:15:00,232.32
2015091710:35:00,232.26
2015091710:40:00,232.06
2015091710:45:00,232.16
2015091710:50:00,232.2
2015091710:55:00,232.16
2015091711:00:00,232.1
2015091711:05:00,232
2015091711:10:00,232.06
2015091711:15:00,232.1
2015091711:20:00,232.2
2015091711:25:00,232.1
2015091711:30:00,232.06
2015091713:35:00,231.9
2015091713:40:00,231.9
2015091713:45:00,231.96
2015091713:50:00,231.96
2015091713:55:00,232.06
2015091714:00:00,231.94
2015091714:05:00,231.96
2015091714:10:00,231.9
2015091714:15:00,231.9
2015091714:20:00,231.94
2015091714:25:00,232.02
2015091714:30:00,232
2015091714:35:00,232.1
2015091714:40:00,232.2
2015091714:45:00,232.1
2015091714:50:00,232.1
2015091714:55:00,231.96
2015091721:10:00,231.26
2015091721:15:00,231.56
2015091721:20:00,231.76
2015091721:25:00,231.66
2015091721:30:00,231.6
2015091721:35:00,231.82
2015091721:40:00,231.9
2015091721:45:00,232.12
2015091721:50:00,232.1
2015091721:55:00,232.04
2015091722:00:00,231.9
2015091722:05:00,232.2
2015091722:10:00,232.1
2015091722:15:00,231.94
2015091722:20:00,232
2015091722:25:00,232.16
2015091722:30:00,232.06
2015091722:35:00,231.96
2015091722:40:00,231.8
2015091722:45:00,232
2015091722:50:00,231.96
2015091722:55:00,231.94
2015091723:00:00,231.9
2015091723:05:00,231.94
2015091723:10:00,231.96
2015091723:15:00,231.96
2015091723:20:00,231.96
2015091723:25:00,231.92
2015091723:30:00,231.96
2015091723:35:00,232
2015091723:40:00,231.92
2015091723:45:00,231.62
2015091723:50:00,231.66
2015091723:55:00,231.76
2015091800:00:00,231.72
2015091800:05:00,231.82
2015091800:10:00,231.74
2015091800:15:00,231.76
2015091800:20:00,231.72
2015091800:25:00,231.8
2015091800:30:00,231.8
2015091800:35:00,231.86
2015091800:40:00,231.9
2015091800:45:00,231.92
2015091800:50:00,231.76
2015091800:55:00,231.7
2015091801:00:00,231.82
2015091801:05:00,231.82
2015091801:10:00,231.76
2015091801:15:00,231.8
2015091801:20:00,231.84
2015091801:25:00,231.82
2015091801:30:00,231.8
2015091801:35:00,231.86
2015091801:40:00,231.94
2015091801:45:00,231.92
2015091801:50:00,231.96
2015091801:55:00,232
2015091802:00:00,232.76
2015091802:05:00,233.06
2015091802:10:00,233.16
2015091802:15:00,234.2
2015091802:20:00,233.96
2015091802:25:00,233.94
2015091802:30:00,233.42
2015091809:05:00,233.82
2015091809:15:00,233.96
2015091809:20:00,233.76
2015091809:25:00,234.1
2015091809:30:00,234.1
2015091809:35:00,234.1
2015091809:40:00,233.92
2015091809:45:00,233.96
2015091809:50:00,233.76
2015091809:55:00,233.82
2015091810:00:00,233.86
2015091810:05:00,233.76
2015091810:10:00,233.7
2015091810:15:00,233.6
2015091810:35:00,233.42
2015091810:40:00,233.46
2015091810:45:00,233.56
2015091810:50:00,233.56
2015091810:55:00,233.5
2015091811:00:00,233.5
2015091811:05:00,233.44
2015091811:10:00,233.5
2015091811:15:00,233.52
2015091811:20:00,233.46
2015091811:25:00,233.44
2015091811:30:00,233.42
2015091813:35:00,233.62
2015091813:40:00,233.72
2015091813:45:00,233.76
2015091813:50:00,233.76
2015091813:55:00,233.82
2015091814:00:00,233.66
2015091814:05:00,233.7
2015091814:10:00,233.76
2015091814:15:00,233.7
2015091814:20:00,233.66
2015091814:25:00,233.46
2015091814:30:00,233.42
2015091814:35:00,233.26
2015091814:40:00,233.2
2015091814:45:00,233.3
2015091814:50:00,233.26
2015091814:55:00,233.16
2015091821:10:00,235.3
2015091821:15:00,235.46
2015091821:20:00,235.4
2015091821:25:00,235.66
2015091821:30:00,235.36
2015091821:35:00,235.46
2015091821:40:00,235.36
2015091821:45:00,235.36
2015091821:50:00,235.26
2015091821:55:00,235.66
2015091822:00:00,235.56
2015091822:05:00,235.34
2015091822:10:00,235.36
2015091822:15:00,235.36
2015091822:20:00,235.32
2015091822:25:00,235.34
2015091822:30:00,234.76
2015091822:35:00,234.92
2015091822:40:00,235.06
2015091822:45:00,234.9
2015091822:50:00,235.06
2015091822:55:00,234.92
2015091823:00:00,234.76
2015091823:05:00,234.66
2015091823:10:00,234.66
2015091823:15:00,234.66
2015091823:20:00,234.82
2015091823:25:00,234.86
2015091823:30:00,234.76
2015091823:35:00,234.8
2015091823:40:00,234.86
2015091823:45:00,234.8
2015091823:50:00,234.7
2015091823:55:00,234.8
2015092100:00:00,234.8
2015092100:05:00,234.86
2015092100:10:00,235
2015092100:15:00,234.92
2015092100:20:00,234.9
2015092100:25:00,234.92
2015092100:30:00,234.82
2015092100:35:00,234.9
2015092100:40:00,234.8
2015092100:45:00,234.86
2015092100:50:00,234.86
2015092100:55:00,234.9
2015092101:00:00,234.92
2015092101:05:00,234.86
2015092101:10:00,234.92
2015092101:15:00,234.86
2015092101:20:00,234.76
2015092101:25:00,234.76
2015092101:30:00,235
2015092101:35:00,234.8
2015092101:40:00,234.86
2015092101:45:00,234.8
2015092101:50:00,234.82
2015092101:55:00,234.86
2015092102:00:00,234.76
2015092102:05:00,234.76
2015092102:10:00,234.72
2015092102:15:00,234.76
2015092102:20:00,234.76
2015092102:25:00,234.82
2015092102:30:00,234.76
2015092109:05:00,235.16
2015092109:15:00,235.06
2015092109:20:00,234.96
2015092109:25:00,234.96
2015092109:30:00,235.12
2015092109:35:00,235.06
2015092109:40:00,234.92
2015092109:45:00,234.86
2015092109:50:00,234.84
2015092109:55:00,234.92
2015092110:00:00,234.96
2015092110:05:00,235
2015092110:10:00,234.9
2015092110:15:00,234.86
2015092110:35:00,235
2015092110:40:00,234.96
2015092110:45:00,234.94
2015092110:50:00,235.06
2015092110:55:00,235
2015092111:00:00,235.06
2015092111:05:00,235.1
2015092111:10:00,235.06
2015092111:15:00,235.06
2015092111:20:00,235.06
2015092111:25:00,235.1
2015092111:30:00,235
2015092113:35:00,235.06
2015092113:40:00,235.06
2015092113:45:00,235.1
2015092113:50:00,235.4
2015092113:55:00,235.44
2015092114:00:00,235.4
2015092114:05:00,235.3
2015092114:10:00,235.5
2015092114:15:00,235.46
2015092114:20:00,235.34
2015092114:25:00,235.3
2015092114:30:00,235.34
2015092114:35:00,235.34
2015092114:40:00,235.4
2015092114:45:00,235.3
2015092114:50:00,235.4
2015092114:55:00,235.46
2015092121:10:00,234.86
2015092121:15:00,234.76
2015092121:20:00,234.6
2015092121:25:00,234.36
2015092121:30:00,234.42
2015092121:35:00,234.56
2015092121:40:00,234.52
2015092121:45:00,234.46
2015092121:50:00,234.4
2015092121:55:00,234.5
2015092122:00:00,234.6
2015092122:05:00,234.6
2015092122:10:00,234.6
2015092122:15:00,234.5
2015092122:20:00,234.56
2015092122:25:00,234.62
2015092122:30:00,234.6
2015092122:35:00,234.5
2015092122:40:00,234.46
2015092122:45:00,234.42
2015092122:50:00,234.46
2015092122:55:00,234.36
2015092123:00:00,234.26
2015092123:05:00,234.32
2015092123:10:00,234.3
2015092123:15:00,234.46
2015092123:20:00,234.36
2015092123:25:00,234.46
2015092123:30:00,234.42
2015092123:35:00,234.44
2015092123:40:00,234.46
2015092123:45:00,234.5
2015092123:50:00,234.56
2015092123:55:00,234.5
2015092200:00:00,234.52
2015092200:05:00,234.5
2015092200:10:00,234.6
2015092200:15:00,234.56
2015092200:20:00,234.54
2015092200:25:00,234.56
2015092200:30:00,234.56
2015092200:35:00,234.6
2015092200:40:00,234.6
2015092200:45:00,234.6
2015092200:50:00,234.6
2015092200:55:00,234.62
2015092201:00:00,234.56
2015092201:05:00,234.56
2015092201:10:00,234.36
2015092201:15:00,234.32
2015092201:20:00,234.46
2015092201:25:00,234.44
2015092201:30:00,234.6
2015092201:35:00,234.56
2015092201:40:00,234.66
2015092201:45:00,234.6
2015092201:50:00,234.56
2015092201:55:00,234.5
2015092202:00:00,234.52
2015092202:05:00,234.56
2015092202:10:00,234.6
2015092202:15:00,234.56
2015092202:20:00,234.56
2015092202:25:00,234.5
2015092202:30:00,234.56
2015092209:05:00,234.52
2015092209:15:00,234.56
2015092209:20:00,234.6
2015092209:25:00,234.6
2015092209:30:00,234.6
2015092209:35:00,234.66
2015092209:40:00,234.7
2015092209:45:00,234.7
2015092209:50:00,234.6
2015092209:55:00,234.7
2015092210:00:00,234.86
2015092210:05:00,234.9
2015092210:10:00,234.84
2015092210:15:00,234.86
2015092210:35:00,234.76
2015092210:40:00,234.82
2015092210:45:00,234.72
2015092210:50:00,234.76
2015092210:55:00,234.76
2015092211:00:00,234.7
2015092211:05:00,234.76
2015092211:10:00,234.66
2015092211:15:00,234.7
2015092211:20:00,234.66
2015092211:25:00,234.66
2015092211:30:00,234.56
2015092213:35:00,234.6
2015092213:40:00,234.7
2015092213:45:00,234.66
2015092213:50:00,234.66
2015092213:55:00,234.66
2015092214:00:00,234.66
2015092214:05:00,234.66
2015092214:10:00,234.66
2015092214:15:00,234.76
2015092214:20:00,234.66
2015092214:25:00,234.66
2015092214:30:00,234.66
2015092214:35:00,234.6
2015092214:40:00,234.66
2015092214:45:00,234.6
2015092214:50:00,234.56
2015092214:55:00,234.52
2015092221:10:00,232.44
2015092221:15:00,232.56
2015092221:20:00,232.6
2015092221:25:00,232.62
2015092221:30:00,232.6
2015092221:35:00,232.52
2015092221:40:00,232.66
2015092221:45:00,232.52
2015092221:50:00,232.62
2015092221:55:00,232.72
2015092222:00:00,232.76
2015092222:05:00,232.54
2015092222:10:00,232.7
2015092222:15:00,232.76
2015092222:20:00,232.66
2015092222:25:00,232.7
2015092222:30:00,232.66
2015092222:35:00,232.56
2015092222:40:00,232.7
2015092222:45:00,232.7
2015092222:50:00,232.7
2015092222:55:00,232.76
2015092223:00:00,233.06
2015092223:05:00,233.16
2015092223:10:00,233.16
2015092223:15:00,233.26
2015092223:20:00,233.26
2015092223:25:00,233.16
2015092223:30:00,233.22
2015092223:35:00,233.26
2015092223:40:00,233.36
2015092223:45:00,233.2
2015092223:50:00,233.2
2015092223:55:00,233.26
2015092300:00:00,233.2
2015092300:05:00,233.3
2015092300:10:00,233.2
2015092300:15:00,233.2
2015092300:20:00,233.1
2015092300:25:00,233.16
2015092300:30:00,233.14
2015092300:35:00,233.2
2015092300:40:00,233.22
2015092300:45:00,233.16
2015092300:50:00,233.16
2015092300:55:00,233.16
2015092301:00:00,233.14
2015092301:05:00,233.2
2015092301:10:00,233.16
2015092301:15:00,233.1
2015092301:20:00,233
2015092301:25:00,233.04
2015092301:30:00,233.16
2015092301:35:00,233.1
2015092301:40:00,233.26
2015092301:45:00,233.16
2015092301:50:00,233.26
2015092301:55:00,233.16
2015092302:00:00,233.14
2015092302:05:00,233.2
2015092302:10:00,233.2
2015092302:15:00,233.2
2015092302:20:00,233.2
2015092302:25:00,233.16
2015092302:30:00,233.16
2015092309:05:00,233
2015092309:15:00,232.9
2015092309:20:00,232.86
2015092309:25:00,232.96
2015092309:30:00,232.94
2015092309:35:00,233
2015092309:40:00,232.94
2015092309:45:00,232.8
2015092309:50:00,232.7
2015092309:55:00,232.76
2015092310:00:00,232.6
2015092310:05:00,232.66
2015092310:10:00,232.7
2015092310:15:00,232.76
2015092310:35:00,232.92
2015092310:40:00,232.9
2015092310:45:00,232.92
2015092310:50:00,232.92
2015092310:55:00,232.92
2015092311:00:00,232.8
2015092311:05:00,232.84
2015092311:10:00,232.96
2015092311:15:00,232.96
2015092311:20:00,232.9
2015092311:25:00,232.96
2015092311:30:00,232.9
2015092313:35:00,233
2015092313:40:00,233.02
2015092313:45:00,233.06
2015092313:50:00,233.26
2015092313:55:00,233.26
2015092314:00:00,233.3
2015092314:05:00,233.26
2015092314:10:00,233.52
2015092314:15:00,233.46
2015092314:20:00,233.44
2015092314:25:00,233.4
2015092314:30:00,233.4
2015092314:35:00,233.36
2015092314:40:00,233.34
2015092314:45:00,233.36
2015092314:50:00,233.42
2015092314:55:00,233.46
2015092321:10:00,234.52
2015092321:15:00,234.5
2015092321:20:00,234.56
2015092321:25:00,235
2015092321:30:00,234.94
2015092321:35:00,234.82
2015092321:40:00,234.76
2015092321:45:00,234.86
2015092321:50:00,234.7
2015092321:55:00,234.66
2015092322:00:00,234.6
2015092322:05:00,234.62
2015092322:10:00,234.66
2015092322:15:00,234.66
2015092322:20:00,234.7
2015092322:25:00,234.8
2015092322:30:00,234.64
2015092322:35:00,234.6
2015092322:40:00,234.76
2015092322:45:00,234.76
2015092322:50:00,234.76
2015092322:55:00,234.7
2015092323:00:00,234.3
2015092323:05:00,234.34
2015092323:10:00,234.42
2015092323:15:00,234.46
2015092323:20:00,234.52
2015092323:25:00,234.56
2015092323:30:00,234.56
2015092323:35:00,234.6
2015092323:40:00,234.66
2015092323:45:00,234.56
2015092323:50:00,234.56
2015092323:55:00,234.56
2015092400:00:00,234.6
2015092400:05:00,234.66
2015092400:10:00,234.56
2015092400:15:00,234.56
2015092400:20:00,234.56
2015092400:25:00,234.56
2015092400:30:00,234.5
2015092400:35:00,234.6
2015092400:40:00,234.6
2015092400:45:00,234.86
2015092400:50:00,234.8
2015092400:55:00,234.76
2015092401:00:00,234.76
2015092401:05:00,234.7
2015092401:10:00,234.7
2015092401:15:00,234.66
2015092401:20:00,234.6
2015092401:25:00,234.56
2015092401:30:00,234.66
2015092401:35:00,234.6
2015092401:40:00,234.6
2015092401:45:00,234.6
2015092401:50:00,234.6
2015092401:55:00,234.66
2015092402:00:00,234.6
2015092402:05:00,234.56
2015092402:10:00,234.6
2015092402:15:00,234.56
2015092402:20:00,234.56
2015092402:25:00,234.56
2015092402:30:00,234.46
2015092409:05:00,234.6
2015092409:15:00,234.76
2015092409:20:00,234.7
2015092409:25:00,234.7
2015092409:30:00,234.72
2015092409:35:00,234.66
2015092409:40:00,234.7
2015092409:45:00,234.7
2015092409:50:00,234.74
2015092409:55:00,234.7
2015092410:00:00,234.66
2015092410:05:00,234.76
2015092410:10:00,234.76
2015092410:15:00,234.86
2015092410:35:00,234.9
2015092410:40:00,235.12
2015092410:45:00,235.06
2015092410:50:00,235.16
2015092410:55:00,235.1
2015092411:00:00,235.26
2015092411:05:00,235.32
2015092411:10:00,235.2
2015092411:15:00,235.26
2015092411:20:00,235.16
2015092411:25:00,235.22
2015092411:30:00,235.32
2015092413:35:00,235.16
2015092413:40:00,235.16
2015092413:45:00,235.06
2015092413:50:00,235.12
2015092413:55:00,235.06
2015092414:00:00,235.04
2015092414:05:00,235.14
2015092414:10:00,235.16
2015092414:15:00,235.1
2015092414:20:00,235.16
2015092414:25:00,235.06
2015092414:30:00,235.1
2015092414:35:00,235.1
2015092414:40:00,235.26
2015092414:45:00,235.46
2015092414:50:00,235.36
2015092414:55:00,235.46
2015092421:10:00,236.26
2015092421:15:00,236.64
2015092421:20:00,237.1
2015092421:25:00,237.22
2015092421:30:00,237.1
2015092421:35:00,237.12
2015092421:40:00,237.44
2015092421:45:00,237.72
2015092421:50:00,237.66
2015092421:55:00,238.6
2015092422:00:00,238.56
2015092422:05:00,238.76
2015092422:10:00,238.56
2015092422:15:00,238.56
2015092422:20:00,238.86
2015092422:25:00,239.02
2015092422:30:00,239
2015092422:35:00,238.8
2015092422:40:00,238.72
2015092422:45:00,238.8
2015092422:50:00,238.72
2015092422:55:00,238.76
2015092423:00:00,238.86
2015092423:05:00,238.86
2015092423:10:00,238.9
2015092423:15:00,238.8
2015092423:20:00,238.76
2015092423:25:00,238.92
2015092423:30:00,239
2015092423:35:00,238.94
2015092423:40:00,239.12
2015092423:45:00,239.02
2015092423:50:00,239.06
2015092423:55:00,239.06
2015092500:00:00,239
2015092500:05:00,238.7
2015092500:10:00,238.46
2015092500:15:00,238.56
2015092500:20:00,238.56
2015092500:25:00,238.56
2015092500:30:00,238.56
2015092500:35:00,238.56
2015092500:40:00,238.6
2015092500:45:00,238.66
2015092500:50:00,238.56
2015092500:55:00,238.6
2015092501:00:00,238.56
2015092501:05:00,238.82
2015092501:10:00,238.76
2015092501:15:00,238.76
2015092501:20:00,238.76
2015092501:25:00,238.76
2015092501:30:00,238.8
2015092501:35:00,238.84
2015092501:40:00,238.84
2015092501:45:00,238.82
2015092501:50:00,238.76
2015092501:55:00,238.7
2015092502:00:00,238.76
2015092502:05:00,238.76
2015092502:10:00,238.7
2015092502:15:00,238.66
2015092502:20:00,238.56
2015092502:25:00,238.5
2015092502:30:00,238.6
2015092509:05:00,238.02
2015092509:15:00,238.04
2015092509:20:00,238.1
2015092509:25:00,238
2015092509:30:00,238.1
2015092509:35:00,238.2
2015092509:40:00,238.1
2015092509:45:00,238.1
2015092509:50:00,238.1
2015092509:55:00,238.1
2015092510:00:00,238.06
2015092510:05:00,238.06
2015092510:10:00,238.1
2015092510:15:00,238.06
2015092510:35:00,237.8
2015092510:40:00,237.44
2015092510:45:00,237.3
2015092510:50:00,237.36
2015092510:55:00,237.4
2015092511:00:00,237.42
2015092511:05:00,237.42
2015092511:10:00,237.34
2015092511:15:00,237.26
2015092511:20:00,237.3
2015092511:25:00,237.1
2015092511:30:00,237
2015092513:35:00,237.3
2015092513:40:00,237.3
2015092513:45:00,237.52
2015092513:50:00,237.46
2015092513:55:00,237.42
2015092514:00:00,237.44
2015092514:05:00,237.52
2015092514:10:00,237.4
2015092514:15:00,237.5
2015092514:20:00,237.36
2015092514:25:00,237.4
2015092514:30:00,237.3
2015092514:35:00,237.16
2015092514:40:00,237.26
2015092514:45:00,237.26
2015092514:50:00,237.26
2015092514:55:00,237.2
2015092809:10:00,233.3
